Gene,WT_t1_rep1,WT_t1_rep2,WT_t1_rep3,WT_t2_rep1,WT_t2_rep2,MT_t1_rep1,MT_t1_rep2,MT_t2_rep1,MT_t2_rep2
YALI0E26147g,21.50837352,27.68003416,26.03235485,35.84500441,61.6017535,21.05063253,22.38157217,38.51546378,54.77300495
YALI0E26169g,69.76301901,52.20514936,66.67774009,51.03647316,87.4354536,34.549841,37.0494673,54.96910103,69.87182915
YALI0E26191g,24.55904235,28.50245786,29.64302738,52.3258335,30.95969097,28.04656703,25.25308485,30.33370606,28.79536977
YALI0E26213r,0,0,0,0,0,0,0,0,0
YALI0E26235g,157.8398557,141.8727139,195.2088897,117.2482877,72.46154592,69.02950706,87.46060436,89.8822275,93.92776679
YALI0E26257g,19.45619111,25.59649591,21.64087841,21.5848016,26.69431582,13.07917721,15.2124179,20.530767,28.01258866
YALI0E26279g,6.009572197,4.229171786,7.576667165,2.417940583,15.98158819,0.787116725,1.069686062,1.847198735,4.051841632
YALI0E26301g,11.89439052,8.342654698,10.10797504,4.712955869,13.77411505,12.64876969,9.522050745,10.1124818,10.74963678
YALI0E26323g,60.54707628,70.21145393,59.06334231,76.12045673,79.45361967,65.33170378,101.8689569,105.7670243,105.2966403
YALI0E26345g,61.63150153,68.16870743,90.18242683,46.89308862,38.254153,25.11789647,36.15362083,38.53843458,54.92087157
YALI0E26367g,24.03003388,25.2545052,26.97992896,11.4000015,23.78408802,10.95597284,13.36414346,16.44726733,27.77686785
YALI0E26389g,56.15725217,66.01797794,70.2301121,63.37621273,159.9271162,96.37046841,77.23568339,64.07572171,55.4512541
YALI0E26400r,0,0,0,0,0,0,0,0,0
YALI0E26411r,0,0,0,0,0,0,0,0,0
YALI0E26433g,145.6744582,134.5793798,126.5242803,132.1665164,39.33681771,75.47562094,99.63489842,101.4765155,128.9659752
YALI0E26455g,1363.004361,1353.701112,1060.885802,937.9694847,1540.412768,1089.188285,1650.31871,1605.872482,1906.912439
YALI0E26477g,1527.540949,1482.416128,1135.946532,1024.416405,1999.917884,1531.092508,2192.002131,2288.501153,2654.040061
YALI0E26499g,40.63615485,43.87209684,21.1761834,46.0911014,26.78019846,26.32817987,32.88903699,29.68440765,29.68134783
YALI0E26521g,27.65516094,22.91226,30.44360991,32.15477175,21.44166216,25.16907761,30.86953472,42.09788722,38.73479313
YALI0E26543g,22.38015419,16.06755075,21.99857798,23.18212595,74.23914562,40.72445193,26.30591087,22.4690915,13.56037082
YALI0E26565g,94.55075295,89.17203891,79.2085263,44.60866983,61.69238086,61.11131704,92.18462563,101.7110336,132.2991314
YALI0E26587g,33.58889376,24.55583402,32.99939862,29.42979109,86.6758792,38.0106264,41.41372032,36.45899588,32.2807798
YALI0E26609g,97.89822549,105.0893409,100.9532489,129.3873635,118.6559184,128.2456561,186.7680564,181.127194,179.0083998
YALI0E26631g,24.32012298,21.0861701,22.66907328,13.37717777,17.37419078,20.79803633,31.53233611,29.78814537,38.76217977
YALI0E26653g,56.8906168,66.27452592,69.58982688,46.79672485,25.90162107,23.65286356,35.47928724,45.02466925,62.47211851
YALI0E26675r,0,0,0,0,0,0,0,0,0
YALI0E26686g,32.63206375,16.35023885,26.99497632,26.563253,21.39551684,10.10289872,9.939210853,14.09921747,17.16277237
YALI0E26719g,1.71771186,1.966155034,0.701665264,3.465464531,1.294490411,1.36068526,0.635014301,1.953539081,0.781741184
YALI0E26741g,0,0,0,0,0,0,0,0,0
YALI0E26763g,2.963052958,2.03497046,2.689716844,2.452482591,3.308142162,0,0,0.910771598,1.311045111
YALI0E26785g,19.99774738,21.66444742,18.79270888,19.65773691,42.80148411,18.79817082,18.06775053,20.87390042,14.23131152
YALI0E26807g,56.38197936,52.28857971,57.49678111,56.47660315,54.20263696,23.91980805,25.97028528,30.14764611,30.10020054
YALI0E26829g,134.6667528,103.8384927,108.3795959,136.8882986,111.9582599,171.3896037,270.2538485,285.1059719,218.8220344
YALI0E26851g,129.4502594,152.3123653,133.7454862,113.2298742,211.5416737,156.8576882,168.8475043,131.1511102,96.1170661
YALI0E26873g,53.59261002,66.39986429,74.49680341,66.6740143,110.1549698,48.46399897,25.92672675,32.87828901,31.93971125
YALI0E26895g,130.1809374,135.7026455,123.6893564,111.4764814,66.99566225,81.00631037,129.7797526,145.6894876,129.8419262
YALI0E26917g,149.4829982,133.9788866,164.4716106,84.68572539,126.5195594,97.44569306,155.0218223,195.553608,231.70206
YALI0E26939g,65.9319762,51.47845128,55.5933606,81.37417647,128.2040667,50.27843566,43.73617624,46.42446705,36.54960423
YALI0E26961g,55.38071364,50.22917436,43.36135056,112.9343654,100.8799164,101.5344813,102.4259682,115.7024766,82.89242269
YALI0E26983g,56.66568431,53.31523581,54.70530667,31.57795103,21.94964398,29.39484536,47.14216388,54.16764222,48.85454442
YALI0E27005g,870.5467495,942.0294272,976.2160701,738.9456006,729.6102541,709.5236616,917.3382062,873.5042554,923.446535
YALI0E27027g,105.4627368,109.0342197,86.54911088,77.11695259,56.14652392,80.41271917,112.7855956,101.1293797,138.8459204
YALI0E27049g,12.932708,17.88566837,16.02512925,19.56482606,25.23560339,31.90399355,33.88927935,37.65714828,35.64487626
YALI0E27071g,2399.085212,2115.852461,2264.12679,2068.143534,3219.885655,3155.522838,2851.099305,2793.206382,2235.733255
YALI0E27093g,30.46973848,36.03538105,38.87256134,29.62214267,7.524401781,14.11377456,15.73175299,20.03300666,28.7524067
YALI0E27115g,19.67914417,17.83834343,16.67286114,16.34988394,6.116942111,8.323041553,14.01131764,22.57644314,22.05100133
YALI0E27137g,30.12755782,33.796556,33.2622532,29.1766316,86.60929609,51.60195058,41.43516112,48.04173283,28.42007467
YALI0E27159g,0.464792621,0.232153493,0.13808172,0,0.707623992,1.386672373,0.603999342,0.675367175,0.512799921
YALI0E27181g,0.068808196,0.126016555,0,0.08542755,0.230465637,0.155732586,0.08479146,0.042299987,0.156575157
YALI0E27203g,0,0,0,2.054646606,2.200899508,0.247869037,0.911708418,0.35907217,0.479960193
YALI0E27225g,0.623800623,0.507750914,0.755008237,0.860520207,0.812526145,1.764798551,1.1274289,2.002632287,2.050356264
YALI0E27247g,0.371834097,0.340491789,0.708819498,0,1.478934143,0,0,0,0
YALI0E27269g,22.54951874,27.86661944,27.89704856,19.03437158,22.07308497,12.84068286,14.43099004,12.88614237,17.32304186
YALI0E27291g,1.089858559,6.819620035,0.197864228,5.412375374,12.77627318,3.134714974,2.641270212,1.67498225,0.964446978
YALI0E27313g,0,0,0,0,0,0,0,0,0
YALI0E27318r,0,0,0,0,0,0,0,0,0
YALI0E27324r,0,0,0,0,0,0,0,0,0
YALI0E27346g,224.5220167,267.7116694,245.1260076,180.1355634,129.1529653,169.2114996,291.7193807,243.9802654,275.238423
YALI0E27368g,24.20451699,23.17175928,22.44381447,46.06941981,37.26894335,25.63649136,29.6297137,36.70755404,39.75335339
YALI0E27390g,15.28031795,12.16723743,13.89486011,24.81076559,64.01922646,33.26051727,27.73047653,26.64517448,22.83788512
YALI0E27412g,41.60126353,32.9936544,32.79302776,44.14468664,93.58734177,65.45284866,61.80975201,64.5554909,54.74924385
YALI0E27434g,0.382329414,1.050307334,0.416472285,2.37337025,0.64028558,0.648990435,1.130735143,1.175189159,0
YALI0E27456g,0,0,0,0,0,0,0,0,0
YALI0E27511g,29.2185543,33.66225646,32.86344944,33.04949802,28.60569987,42.92707321,49.01767077,44.6521605,32.64291999
YALI0E27533g,25.98502419,36.45148253,28.83250989,45.90361002,102.658499,80.63122756,86.86551314,96.99319226,56.87565964
YALI0E27555g,0,0,0,0,0,0,0,0,0
YALI0E27588g,0.427657128,0.895107281,0.26619878,0.151699954,1.637018802,0.069136438,0.210798562,0.413133509,0.417062951
YALI0E27610r,0,0,0,0,0,0,0,0,0
YALI0E27616g,253.6534587,228.4335094,227.6488509,283.2867646,222.5231952,171.8985821,193.3864777,209.3659446,249.0297699
YALI0E27632g,70.57589111,80.64702412,72.91097427,76.28023938,39.84769728,37.94005711,62.42398519,68.01651473,70.24446668
YALI0E27654g,5.841688453,7.328212712,4.965631096,8.971474778,15.80556811,10.52745073,15.74546002,12.76637112,9.860852119
YALI0E27676g,102.0467033,82.20703363,94.6780329,145.2704582,309.9799592,136.5979111,95.46291587,106.0370678,86.83980263
YALI0E27698g,30.56290358,34.49862811,33.05124058,26.95768864,18.65792179,21.191701,34.52310283,30.93223221,26.22689558
YALI0E27715g,195.5079138,109.7485696,155.3479281,75.62338724,460.2923879,117.8017394,66.38689835,68.75090344,87.62428086
YALI0E27720g,52.57218714,63.50719694,59.14181353,47.54416746,50.40822562,45.01808898,29.32634363,23.80630713,18.12839747
YALI0E27742g,314.9662251,322.6703043,247.7744265,480.0604221,890.4533296,657.1158565,573.5647328,563.205654,737.436973
YALI0E27764g,167.1600839,175.2586905,171.6637061,181.4837117,95.20098,116.2413979,120.5642856,118.4677724,111.0101435
YALI0E27786g,135.8877546,124.7964057,152.5541462,128.8680546,22.22629219,52.82794192,56.33832729,79.47814104,57.29574943
YALI0E27808g,536.6611799,550.2666528,727.9323091,476.2144137,350.4198234,491.6590348,330.0804337,342.4858375,289.0909556
YALI0E27830g,1352.413022,1210.24456,1243.541939,1254.99274,1625.599943,2442.496214,2199.065334,1715.893691,1110.267917
YALI0E27852g,3.138564806,3.252171142,3.508815283,4.665698588,2.213112527,0.934666828,0.651387492,1.675565867,1.75415095
YALI0E27874g,92.187766,70.96307246,70.35917292,67.348945,67.0339221,71.36782685,63.3646578,55.98281281,68.03692432
YALI0E27896g,539.9887383,613.4521186,675.9604409,384.419014,89.27865819,68.4536799,54.00941551,84.4712314,279.9217313
YALI0E27918g,51.79752011,54.3938645,50.69862504,81.38308976,72.88835868,58.67955183,63.69852417,68.72029476,80.67698084
YALI0E27940g,162.9559165,145.6171035,142.905636,133.565975,422.0492948,229.8582236,126.8712297,139.5877313,108.9721891
YALI0E27962g,111.5549397,180.3973813,206.3376294,117.8848727,101.3230299,296.6149392,66.98714375,95.65563328,121.1628409
YALI0E27984g,0.716867651,2.450717113,0.468531321,0.890013844,0.160071395,0.730114239,0.424025678,1.028290514,5.220013715
YALI0E28006g,0.348594466,0,0.379724731,1.731164182,0.972982989,0.065747397,0.286378999,0.142866133,0.528824919
YALI0E28028r,0,0,0,0,0,0,0,0,0
YALI0E28072r,0,0,0,0,0,0,0,0,0
YALI0E28116r,0,0,0,0,0,0,0,0,0
YALI0E28153g,47.54918568,45.71418392,39.85760814,26.00845908,18.70578125,24.13233791,33.40516997,37.88182407,63.15273859
YALI0E28182g,47.00248578,52.65340711,54.59356702,70.54741351,78.82830181,72.84886728,79.65329101,85.22740397,66.68028948
YALI0E28204g,26.47058007,31.59206437,27.6626697,35.01048082,57.10164348,38.88963861,39.86284264,46.55120442,44.26530269
YALI0E28226g,18.94260787,16.3396598,18.01219651,32.158381,94.03010702,41.74742003,40.80464523,50.89061964,39.0163056
YALI0E28237g,128.9225002,142.7591452,134.6847255,90.45236461,33.02247922,71.33402215,102.8423339,113.1709778,140.7168953
YALI0E28248g,59.34632687,66.75874316,54.05750342,70.82205123,43.76743479,57.50957926,80.23474221,90.99853208,114.1538971
YALI0E28259g,310.882154,235.7758878,247.2313524,100.8054913,24.41180768,11.87080589,7.25230126,14.23734912,89.48690179
YALI0E28270g,32.90923423,42.36841132,28.57200243,47.63378559,128.8470215,48.25723378,66.25097657,71.60980815,54.31086435
YALI0E28292g,70.23148718,86.82540631,90.79824878,75.79620157,68.71090898,70.08528653,93.78091291,101.1135838,90.68710917
YALI0E28314g,8.363356157,8.292823254,17.03449899,1.228801298,1.243143192,0,0.048786067,0.3650692,1.651611855
YALI0E28336g,14.74118847,17.36508126,14.36308795,14.71489555,35.91401835,13.32864106,26.03399881,38.93548583,46.07387105
YALI0E28358g,19.22119571,16.51570229,14.03330527,17.84980808,13.80789772,17.02800411,24.99416289,28.51111091,23.80401906
YALI0E28371g,26.05301864,30.30886879,25.9700218,40.41510482,32.70029925,38.33679212,47.96201563,61.74779611,55.39014553
YALI0E28402g,0.657542959,0.180635381,0.501384111,0.816360363,0.633181163,0.316244068,0.291701438,0.848874499,0.822942523
YALI0E28424g,350.5465947,348.450785,322.6141314,372.0271827,457.3409241,756.5421478,393.7596678,296.3329332,248.8650068
YALI0E28446g,0.486052851,0.102711443,0.040727574,0.324934602,1.815825666,1.438561343,0.755606922,0.919390888,0.113438784
YALI0E28468g,229.1991207,268.2174285,248.1937177,248.7048252,245.9445605,326.3955898,327.2427079,282.1547025,196.7032558
YALI0E28490g,71.38417869,83.10431746,57.54457065,110.4878443,218.4508047,99.25227052,70.27249689,99.54993791,75.61894154
YALI0E28512g,14.09641762,20.96782186,16.76855424,73.48740735,48.30083305,39.26520137,49.1914392,71.67610804,77.66529282
YALI0E28534g,61.06192527,72.63574185,50.45642678,63.53923095,61.019442,38.76819658,52.68240201,65.9102556,85.77054338
YALI0E28548g,0.846586559,1.550453684,0,3.153191903,1.506386163,0.239508375,0.678104557,1.236047169,0.642144544
YALI0E28556g,58.97198082,72.77162657,70.19266378,76.54355865,64.43175333,41.54594053,41.89235809,51.37478817,47.16274032
YALI0E28578g,114.1943397,103.9382976,99.42800588,120.8941626,90.18462243,141.8605122,158.2466178,158.4818164,131.008145
YALI0E28600g,38.14095236,41.29102969,39.99386489,56.09362438,94.24474175,57.58285558,37.6883375,47.55186451,47.78907293
YALI0E28622g,8.889158874,11.42598229,12.87477796,11.28141992,13.45311146,5.681670891,3.700016661,5.140799689,6.592683988
YALI0E28644g,51.17724289,58.18971942,68.19466705,61.16114277,74.15327893,30.47037827,28.55154557,37.60786108,40.91613314
YALI0E28666g,9.529717731,9.453651224,8.813838254,6.752853456,8.694851524,7.630355303,7.902756991,12.00238071,20.11674059
YALI0E28682r,0,0,0,0,0,0,0,0,0
YALI0E28699g,0.58892978,1.752686773,0.400951579,1.919334202,0.678066406,0.791418978,0.036286531,0.724091706,0.670063872
YALI0E28721g,318.692807,348.5075336,270.7135962,352.223214,236.925991,325.3055971,442.4255511,384.4323547,426.5266762
YALI0E28743g,54.88971107,50.05666248,52.23164207,86.05136635,41.84862728,44.01125756,56.82194889,66.46208561,64.8785735
YALI0E28765r,0,0,0,0,0,0,0,0,0
YALI0E28787g,67.10914538,87.3142881,55.53901807,56.53966622,37.551884,107.2393354,118.7636927,95.77050537,97.14894894
YALI0E28809g,26.31620814,27.15564486,45.08820738,23.14979383,29.81480426,12.86998419,13.6560844,17.49900912,25.37769569
YALI0E28831g,0.658456213,0.482363368,0.478171883,1.74398762,0.220542811,0.670623449,0.302925341,0.539716503,0.599334908
YALI0E28853g,198.398162,156.5737777,154.07106,156.4939602,267.9124799,127.1959737,141.1525438,156.8426389,129.5245109
YALI0E28875g,3.037751772,2.325680526,3.363276188,0.989236675,4.545220534,1.521582616,1.791914305,2.051149482,1.888660424
YALI0E28897g,217.4924127,197.416891,142.4882406,272.1718636,126.0474605,113.9570358,78.97538444,154.0201196,121.3981292
YALI0E28919g,43.22106582,53.61468839,36.58014908,51.60023372,57.36318509,67.01763671,64.14660464,56.58927531,51.30306813
YALI0E28930g,401.0635552,417.6722166,399.8133941,584.5610925,739.689916,905.9906472,473.3068851,352.6742667,306.385805
YALI0E28941g,72.42081038,81.41813011,94.37173063,70.58960568,24.40490641,21.40744605,29.79279196,39.8016912,50.10098573
YALI0E28963g,241.9505011,252.0965576,261.755737,257.955541,444.752787,437.3400644,451.6918749,443.8126457,367.8383153
YALI0E28985g,34.04169113,43.82071728,53.87523061,54.65532632,29.10170173,23.49703214,28.72747404,37.08826298,51.1011869
YALI0E29007g,25.77898585,31.08025663,32.74894264,23.8562869,48.07010591,39.02508911,33.62787928,34.35059366,27.96322986
YALI0E29029g,12.25473978,12.61425714,12.95936025,10.32819084,5.31799457,10.88181446,15.91705281,18.42164441,16.82661025
YALI0E29051g,34.63400823,36.13392658,38.80923178,38.0648795,27.87159295,22.52812905,26.69189454,31.02077157,43.06598142
YALI0E29073g,1338.359285,1050.633356,1095.423474,973.5188038,2574.889826,2492.164476,2194.786826,1730.40821,1157.00177
YALI0E29095g,267.1014459,286.2633646,242.8233331,386.00114,698.5208338,1045.475133,414.1837598,320.4167345,208.7123884
YALI0E29117g,37.78485132,29.52063814,39.60984613,36.90495803,35.56914453,22.29152346,26.38306617,27.3377203,44.05111574
YALI0E29139g,40.85421503,54.10143688,52.18050677,84.6106494,86.68836166,58.88277105,45.91826897,41.06751935,28.80893933
YALI0E29161g,14.73360585,18.42689787,22.54279219,15.01904201,8.449437904,6.059373293,10.27548141,17.30466037,39.39329248
YALI0E29205g,86.97306524,99.26621692,98.51716831,73.25689006,43.83883354,51.7200243,102.2162876,94.14364263,100.4640529
YALI0E29227g,23.70442366,16.61892543,17.14694488,41.38564373,38.92236013,14.46031813,19.35206083,28.1200731,44.80964898
YALI0E29249g,115.2152049,126.3792025,126.8749397,101.9142766,55.99336919,69.1321704,107.3076957,117.8740842,106.5706257
YALI0E29271g,0.371106437,0,0.404247072,0.460740369,0.543804191,0.157484959,0.320116798,0,0.14074401
YALI0E29293g,42.00257527,44.42820498,47.41451727,57.82695794,129.6559577,75.76868446,73.38537201,80.78703862,72.02533544
YALI0E29307g,103.5787439,99.44960241,118.7346803,69.5725187,128.6715043,50.95615833,67.00933059,85.44231631,118.0614538
YALI0E29315g,12.35020393,10.82277474,15.62296036,15.58047764,6.783081408,5.560351289,5.367560658,7.755590082,6.043713358
YALI0E29337g,71.68544674,73.76417062,71.00852468,65.30369162,34.42749326,43.63677411,83.26044752,103.7400257,96.62725388
YALI0E29359g,27.1915207,27.55450911,26.7602374,27.28944265,34.31719043,24.03159733,28.77611914,29.84320028,36.94082433
YALI0E29381g,8.434702899,3.329195027,3.749102251,5.958178565,7.915186768,3.346260157,5.208935306,5.930259242,4.816740672
YALI0E29403g,19.8511261,26.15956048,21.50808554,17.35433869,14.68637103,23.27634753,26.17170152,32.86946109,35.31507037
YALI0E29425g,19.82019712,21.36528657,24.22737542,11.89082468,21.31913838,12.59959208,15.19872164,17.69615927,24.23573147
YALI0E29447g,47.98234145,68.7951304,54.76610554,69.89575385,49.78220383,47.26813668,60.5414441,79.03147096,59.95765753
YALI0E29469g,169.6251615,171.3956073,185.1084091,211.7416138,166.2663658,122.8024758,104.5513936,121.4992969,141.9723211
YALI0E29491g,0.478877246,0,0.260821027,2.378164937,5.613817002,1.761233302,0.35406858,0.44158623,0
YALI0E29506g,39.10650334,39.44558878,47.46002083,32.77572089,81.20316195,36.39238988,22.54719972,27.8531324,28.04711526
YALI0E29535g,16.60819492,23.71107831,19.2426112,35.1470435,31.29038924,32.12158178,40.56002173,38.75130113,31.26466813
YALI0E29557g,23.70442366,19.39234886,21.33322578,51.42540553,33.64875075,49.25158079,67.08635442,85.98190459,79.92058078
YALI0E29579g,69.19370373,92.09870076,80.91640819,84.2434698,40.07150732,89.87111989,140.3651875,134.2247499,103.6476923
YALI0E29601g,39.9721654,44.90235473,41.01027094,73.8630051,50.59511542,69.16626165,95.99424031,82.00516039,93.60201064
YALI0E29623g,16.17280537,16.71850909,18.67922506,19.78683827,23.90308677,18.56818402,23.61712762,29.22737112,32.8741573
YALI0E29645g,14.10682106,16.25135223,14.28507207,16.89773346,19.32924949,7.584013878,6.810722319,8.773925346,12.5515164
YALI0E29667g,78.27972466,63.85705754,64.25295679,84.52509768,110.3226944,279.7903415,68.33935302,18.38487785,28.1199576
YALI0E29689g,21.25386694,22.24577383,19.76380408,37.03590012,44.27517502,26.59828592,31.78909365,33.18612695,51.63454918
YALI0E29711g,0.379270779,0.069460325,0.165256203,0.094175332,0,0.429199008,0.18694821,0.256473282,0
YALI0E29733g,64.75050464,78.25710963,66.45582501,93.55575695,63.9342001,55.13230674,61.55761791,71.32779676,67.56712489
YALI0E29755g,9.918329126,11.92271331,16.18522989,16.02235799,16.32159316,12.28573492,19.19692345,27.94406171,33.69443425
YALI0E29777g,11.576579,8.581580856,10.00824872,6.387861633,0.923202464,0,0.362302733,1.016675273,1.393802112
YALI0E29799r,0,0,0,0,0,0,0,0,0
YALI0E29821r,0,0,0,0,0,0,0,0,0
YALI0E29843g,58.51511576,63.29754271,61.754394,73.47157637,34.00677607,30.01391662,51.31270806,61.65223128,59.47246395
YALI0E29865g,117.2853658,154.3982225,142.3538487,189.3743079,76.20233554,63.8550154,80.46901224,88.38444381,104.9878411
YALI0E29887g,136.0633918,119.2981083,103.0785565,100.0612897,103.8491988,79.99196505,106.700691,133.2495279,149.3063123
YALI0E29909g,17.62253158,24.46814815,20.17372482,23.08582982,19.80710985,28.46094892,26.14522814,30.43183839,27.90594083
YALI0E29931g,5.389934429,6.692791736,7.408248678,7.252341377,4.655028614,4.885970846,5.577844666,6.141202778,7.662924896
YALI0E29953g,28.76855054,34.03950588,23.12178407,40.39907687,31.6679427,17.92393583,23.15608513,36.56333981,34.89763714
YALI0E29975g,130.400379,166.1609287,166.4479543,113.3208659,66.5699992,125.5171274,113.5556299,105.6895393,108.5520654
YALI0E29997g,6.777709285,8.618225515,9.066138908,16.69868147,11.90931178,10.78958616,8.256879286,9.412655808,9.536084314
YALI0E30019g,59.89762297,70.78158123,62.20881678,67.66593911,133.7132448,49.29339626,36.12857836,49.82922259,51.96279637
YALI0E30041r,0,0,0,0,0,0,0,0,0
YALI0E30085g,45.52088438,44.06581462,47.57514026,27.55461856,13.10375603,18.30267892,24.4645722,25.40488565,35.51457119
YALI0E30107g,23.2122903,25.87487238,23.8556478,29.53162428,10.98898434,9.560445023,16.98059003,18.70705954,24.04598013
YALI0E30129g,76.81290152,90.9731168,76.68262798,116.6413217,128.5118411,100.5508025,98.2929334,99.22189439,87.1230633
YALI0E30151g,2.594514033,2.375819576,3.853922642,0.585667484,1.580008197,0.533829611,1.162613248,0.579993854,0.626170799
YALI0E30173g,60.29168628,75.40597787,61.29747743,96.0946657,86.38566011,67.35392036,81.84064313,105.1743202,89.50936561
YALI0E30195r,0,0,0,0,0,0,0,0,0
YALI0E30217g,106.4431422,101.0286695,124.1825799,81.1196155,207.5901402,76.67689542,48.12306847,56.16115071,57.25406625
YALI0E30239r,0,0,0,0,0,0,0,0,0
YALI0E30250r,0,0,0,0,0,0,0,0,0
YALI0E30261g,3.72971701,6.451188406,3.61136807,1.131915042,3.192472856,2.204147002,1.960995212,1.375710946,2.829028412
YALI0E30283g,41.29560123,46.84002182,38.73192255,40.37560813,51.85077557,46.30831398,57.08889973,64.47623779,62.99325323
YALI0E30305g,8.980530551,15.58649915,8.758760753,32.15237089,27.63100238,19.08470257,19.76544954,33.76675671,29.70272121
YALI0E30327g,163.3821029,164.0813458,174.9183599,90.50451885,38.9507061,11.60971778,34.73869633,64.79209565,123.5403246
YALI0E30349g,12.79571619,13.4286451,16.6203701,14.07899786,15.65034654,14.53102213,13.13704491,19.19042021,36.01462078
YALI0E30371g,131.7717525,169.4801599,138.9162404,232.8680413,178.5530005,197.6728508,151.1300761,142.2871821,99.40061051
YALI0E30393g,6.726304171,6.11685837,2.728667733,7.890178826,9.866161752,10.60398722,10.44952692,11.34988951,9.99282469
YALI0E30415g,2.590647395,2.72812069,1.5520989,5.62864857,5.857038582,6.889464945,5.299419894,4.53892731,5.698594208
YALI0E30437r,0,0,0,0,0,0,0,0,0
YALI0E30459r,0,0,0,0,0,0,0,0,0
YALI0E30481g,122.762818,135.7642678,124.7831205,115.6941788,57.86213791,84.53546968,127.8837241,116.2779593,119.1796709
YALI0E30503g,2.225313242,0.088597353,1.475501811,1.081094367,0.486094359,0.602192485,0.09538174,0.059478962,0.146775896
YALI0E30525g,80.58522496,65.34375816,89.17163121,58.25026974,46.43727507,43.90292644,67.20265632,76.69337981,72.70193015
YALI0E30547g,52.53412812,33.76735297,41.4002585,32.07332559,23.08336399,26.5903797,22.37471376,22.40295417,28.05630583
YALI0E30569g,22.06255882,21.5184178,19.56157705,31.97782496,76.64578724,56.26269459,60.84921454,76.58366895,70.83048913
YALI0E30591g,34.38105026,39.00084308,27.12284224,34.88506944,61.80577796,55.83076522,58.49731091,52.81586713,31.39930201
YALI0E30602g,3077.81992,2389.847817,2504.153012,3360.241098,6118.163275,4891.168889,3750.764154,3988.205707,2935.732268
YALI0E30613g,80.35191817,79.92389965,93.35386461,114.2479582,79.2936229,43.12624644,56.32414027,88.55502311,72.28901045
YALI0E30635g,64.45202789,88.23586122,86.41958078,57.76683045,28.64264859,58.73190007,103.8962706,95.87004734,91.00786781
YALI0E30657g,75.77514098,65.69789077,60.33572824,105.7510493,88.19507004,80.74306331,100.7962434,117.2588074,134.9702213
YALI0E30679g,17.56053049,16.3742304,20.67700314,18.95574552,11.32574783,4.073032169,4.271423082,5.101730269,5.49486937
YALI0E30701g,2.037098909,0.593533051,0.60518629,3.678723887,2.713710367,1.152634054,0.684624793,1.366157398,0.983283833
YALI0E30723g,27.4548193,28.17863085,28.70195207,26.86289248,83.74363932,46.4403338,31.90064541,37.6279836,19.18357981
YALI0E30745g,58.48130838,52.12380477,43.48847444,67.57234929,87.62223911,66.97410502,82.86602412,93.5697979,98.18052112
YALI0E30767g,66.9367773,80.93368231,72.05367179,91.79291984,102.7414437,77.47297563,82.01239938,103.8800063,106.0822787
YALI0E30789g,18.93818661,21.93850507,18.66864859,29.20946111,44.32556685,27.88645959,26.83006734,24.37555987,21.86450664
YALI0E30811g,1498.945639,1418.477187,1336.838175,1370.714816,2016.011908,2791.520913,2709.244257,2037.037277,1606.489978
YALI0E30833g,105.9694212,106.4278326,121.17079,106.6569025,25.10434123,29.71036275,46.51607359,40.96103756,40.80578097
YALI0E30855g,32.33344299,37.78082678,36.2806517,26.95105066,20.53598314,16.38025299,23.75216376,40.86185552,84.12506043
YALI0E30877g,232.0207826,269.6283451,297.2012423,253.4989953,273.5461128,298.9825869,275.5216311,245.5424145,193.7320322
YALI0E30899g,53.98579725,66.45740396,54.22966677,67.25189256,50.32965417,41.60708106,54.66163951,73.25481619,82.20934895
YALI0E30921g,31.66154241,25.68075398,29.8823753,18.44543245,11.36882659,10.01212474,12.06825301,13.16984283,17.17812025
YALI0E30943g,329.4534605,270.9231261,226.8682665,291.3077183,177.5782408,225.3581688,265.0515735,253.3406174,353.8319457
YALI0E30965g,801.706184,690.5927436,584.003617,504.9591584,164.5753466,1647.689881,1421.028955,853.8284233,561.559685
YALI0E30987g,2.087181958,2.525581787,3.653954958,2.868941899,4.931004355,4.470822996,2.131092019,3.574348915,6.671841429
YALI0E31009g,30.37950527,38.50350612,38.18801529,38.36966112,59.81062348,30.72079926,32.85065557,35.57461747,30.53817336
YALI0E31031g,11.24522524,45.87002597,13.64143184,165.0765371,57.94153038,209.6466514,20.53406892,40.84970188,27.47894012
YALI0E31064g,47.52079266,44.00213183,40.97261228,22.23738642,32.29246682,22.37522867,29.27273481,32.34475759,41.43689754
YALI0E31086g,28.80651866,35.82581646,39.51885685,27.83217386,20.62390342,17.37234079,22.37814588,29.47777333,48.27214588
YALI0E31108g,1.400261314,1.099055776,0.76265389,4.221995347,7.2862878,2.093929758,6.261187421,4.672988454,4.172584803
YALI0E31130g,5.109434076,4.218548893,3.771306161,6.135539486,12.69484943,4.628802607,14.64317548,18.39994636,21.89796095
YALI0E31152g,13.23496988,11.21494831,10.75886738,17.16737814,12.240126,4.135511271,7.594771041,8.864843558,8.840189893
YALI0E31174g,13.74856573,19.62254183,22.82601302,8.358060671,9.130472368,10.40807594,11.9179484,13.98945175,14.88747912
YALI0E31196g,138.0382604,129.974794,130.9994244,85.80584661,55.3799748,69.25531192,93.23376427,109.3848218,158.4918405
YALI0E31218g,8.239505552,2.089381435,4.41861505,6.137763918,6.262472328,5.522781348,6.435717131,3.662568139,3.749849425
