Gene,MT_t1_rep1,MT_t1_rep2,MT_t1_rep3,MT_t2_rep1,MT_t2_rep2,WT_t1_rep1,WT_t1_rep2,WT_t2_rep1,WT_t2_rep2
YALI0D09713g,92.17846001,89.32286927,91.68719065,79.72500697,93.5590107,103.4619068,170.35342219999998,176.4100791,158.3637544
YALI0D09735g,38.47927212,51.41088173,56.80230027,36.26221207,44.8195921,45.29179002,55.00213133,61.72538799,77.63595135
YALI0D09757g,59.36654676,57.68180466,63.53572338,59.13900829,74.53315341,53.19451435,78.25571301,82.17183755,97.61389845
YALI0D09779g,63.61154181,79.40225292,74.84426639,79.17856044,71.11359588,80.77826346,96.61986828,103.2922142,91.48671096
YALI0D09801g,28.60452122,39.44311878,45.77044503,27.12321419,33.03653873,12.98627839,16.161410699999998,13.45558638,15.72834039
YALI0D09823g,14.60817274,19.07142615,20.69805594,41.79444941,35.59307762,21.12463866,38.96377195,42.09788722,79.93629336
YALI0D09845g,102.83514670000001,122.12518130000001,115.6742064,104.38305749999999,111.5741592,99.69474372,119.76369720000001,122.88843999999999,94.534269
YALI0D09867g,82.15433676,90.25056373,87.15781351,59.93865131,76.25316251,43.70614895,49.07894151,46.13529235,47.81762564
YALI0D09889g,664.4682207999999,599.2883228,636.2565624,511.2566449,725.0536169,334.789161,585.9582092999999,1077.218065,1938.225742
YALI0D09911g,23.35450872,40.56566845,42.79394612,26.16125595,32.84104089,34.42091051,34.65945779,36.09901844,45.21714851
YALI0D09933g,9.762196289,10.79178858,15.74052241,24.7157015,12.54760357,85.83980153,25.10447395,25.64732821,26.50772679
YALI0D09955g,9.178880425,16.33047963,15.9867826,10.98153158,11.25901409,16.24773029,15.82337952,20.18466786,21.78084873
YALI0D09977g,218.99241630000003,214.49499500000002,207.19176399999998,179.1001105,215.0116267,180.7090688,238.1190234,267.14882630000005,211.74716349999997
YALI0D09999g,30.20373578,43.02905717,40.61638362,32.23662676,30.06741544,27.84971089,40.77676552,44.56845467,40.32379134
YALI0D10021g,0.208099617,0.7232548259999999,0.654911905,0.28103056600000004,0.31736242600000003,1.035521503,0.92357227,2.223354196,4.362805581
YALI0D10043g,7.13270336,13.894131,14.45392631,7.2151583420000005,6.81606509,8.658346317000001,11.31406866,30.41436086,50.98500525
YALI0D10065g,418.2321424,390.40455610000004,400.8411247,418.2846854,412.1903187,508.37584069999997,364.6243923,375.9665158,290.81276410000004
YALI0D10087g,22.055998000000002,24.07380036,19.78262179,20.97056968,20.30751213,33.41442951,29.89996158,36.83956608,28.20467759
YALI0D10104g,26.35132119,38.98024973,37.18746157,26.66728614,24.83725132,34.51052521,40.253017799999995,46.919304600000004,50.03904663
YALI0D10109g,23.52336455,25.4493857,27.20660747,20.80875212,23.27626706,22.57765613,31.54751048,31.50402329,30.13798395
YALI0D10131g,85.28247769,99.48614592,97.49932574,84.65898402,88.85038264,82.25689023,132.38760390000002,156.856524,155.2822262
YALI0D10153g,16.29483065,13.29717392,14.67570613,13.48322204,16.84489231,11.28882807,13.04742717,10.03872695,9.988915133999999
YALI0D10175g,18.65329298,15.09593546,26.15920481,22.42780043,33.27016097,15.85745031,32.31429025,30.05546275,108.53580600000001
YALI0D10197r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D10215r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D10234g,112.80695379999999,160.2067633,141.54249130000002,131.6838166,118.9260973,3.179680148,2.769976176,6.595242609,6.122516086
YALI0D10263g,3545.563446,3198.715012,3145.685643,3709.416115,3374.117971,4456.588685,3731.747454,3492.648355,2792.195572
YALI0D10274g,340.12471370000003,369.5855875,367.9531282,347.5319189,361.2104672,442.17172350000004,181.010306,148.35125580000002,116.72292959999999
YALI0D10285g,20.33162599,31.61056307,35.01289058,26.80233229,22.22621981,41.58029153,22.6552013,20.56853661,17.93613992
YALI0D10307g,44.07022975,48.91983237,49.55183228,43.49594549,39.48728441,44.22823363,55.51817057,60.03269971,51.78915448
YALI0D10329g,8.384676419,9.120598256000001,8.469015563,12.99873358,8.215981582000001,15.52306056,13.315315099999998,19.75033639,24.68833898
YALI0D10340r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D10351r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D10395r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D10417g,23.5025105,43.34467884,57.74553464,30.04303117,35.73816026,14.22102208,13.34160543,12.29864627,14.21826431
YALI0D10439r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D10461g,71.99555841,85.76083199,74.46577549,86.02304891,66.57159824,71.26103089,72.49323262,94.91032031,98.18669276
YALI0D10483g,107.20928149999999,114.0908205,105.5487878,102.0641033,123.80475259999999,60.00315074,51.3931875,54.07107174,39.13702012
YALI0D10505g,37.670388,56.85724782,52.47938609,36.8644371,46.92060051,36.83541046,21.97186509,25.95831821,18.18972709
YALI0D10527g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D10549g,11.61570395,14.23119284,12.54572143,12.61097377,12.63790556,19.03836783,29.80848489,31.87608318,36.32443181
YALI0D10571g,238.17961400000002,244.87971000000002,234.1263347,336.0008515,291.5422979,231.40304989999998,359.7871216,341.4328063,292.8372977
YALI0D10593g,443.82675930000005,422.4398382,456.2970171,350.7691454,505.6710687,472.2215175,629.3220746000001,487.5763495,477.40464230000003
YALI0D10615g,4.439458506,4.731693797,3.5439785710000002,3.747074211,3.258254238,4.523420914,6.185786369,7.029013748,6.90997894
YALI0D10626r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D10637r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D10659g,292.3253952,299.1058657,302.5022672,238.59982369999997,278.0846981,178.7037053,237.39991290000003,224.18669219999998,220.43745780000003
YALI0D10681g,4.648378613,6.6306425110000005,6.735218783,6.417386948,6.6386556510000005,3.7395359630000002,4.669361664,4.794247522,7.252175188
YALI0D10703g,0.21219529899999998,0.5408256020000001,0.567359773,0.437802485,0.7416029190000001,0.09218191699999999,0.12045632099999999,0.300460733,0.123574208
YALI0D10725g,978.2553047,1136.827302,760.575473,1024.664208,899.3911648,412.83874330000003,471.73607450000003,751.3565432,1017.552124
YALI0D10747g,58.23617384,55.75847187,52.76177678,57.29209156,84.51342396,44.41374461,48.83602199,46.33482335,67.29059596
YALI0D10769g,27.23474905,29.06896389,33.67205602,23.69338998,34.47639621,52.09599235,47.98384893,44.82773379,45.93682801
YALI0D10791g,118.6919545,126.87482720000001,107.91135530000001,111.0685618,108.80637949999999,50.10472997,72.37036994,102.9693493,103.2070553
YALI0D10813g,97.83624844,108.6060877,92.77386212,176.5288295,137.8763428,147.8001485,273.5874033,313.44829599999997,351.4335377
YALI0D10835g,162.60261519999997,175.1924351,169.8424696,184.837062,190.0565016,112.2239703,211.7866438,217.25702379999998,302.5910389
YALI0D10857g,32.92747964,55.12641546,59.56822305,36.68228533,41.15952742,66.38064385,29.797098,30.16308887,28.03242435
YALI0D10879g,20.22729916,26.73283137,25.81062916,22.89357133,21.394203100000002,20.85016102,31.66485783,38.60255259,50.71693671
YALI0D10901g,33.99445499,44.21126938,39.08337315,32.05189633,32.5174424,25.61113988,26.69933433,37.84853556,42.71278191
YALI0D10923g,28.1435094,28.19568364,29.29258039,33.36829428,32.98073996,49.86011199,57.93327523,72.86172787,89.10504984
YALI0D10945g,13.05163689,11.05480685,13.08428428,12.20311525,10.79032248,0.9249978609999999,0.581974792,1.116654833,4.340011403
YALI0D10967g,2.165284949,3.960476593,3.1617963810000003,2.4281782880000002,1.842901611,2.855129537,4.222530739,1.587087142,2.981839518
YALI0D10989g,12.81972378,17.05710804,17.23471821,14.93089946,14.88347226,21.64989575,15.84635977,15.66737732,11.73120134
YALI0D11000g,88.05291371,91.59564082,89.67184659,73.18407049999999,87.80495639,67.83366904,62.93823532,72.11681564,56.35279982
YALI0D11022g,73.73497381,93.43558474,96.73179662,53.669380700000005,82.07469933,19.4531993,29.59928383,34.43650257,64.41052909999999
YALI0D11044g,10.81923979,15.24481056,15.26986428,12.91427525,12.63482205,25.10539067,31.51755083,41.40040743,32.5792309
YALI0D11066g,84.6415097,86.40265156,87.58684365,83.60659333,85.40295007,67.13855215,133.57237179999998,124.775709,137.8129757
YALI0D11088g,5.036883888,10.25241534,9.140751683,7.386780334,7.158963952000001,12.76763875,17.80726642,22.47504067,26.62430072
YALI0D11110g,115.5844732,129.3868443,120.2664706,105.6139631,123.1139525,94.19723493,88.85931212,81.58676671,61.72142267
YALI0D11125g,120.6820725,147.234668,127.7201784,148.67400680000003,135.3880084,103.75683559999999,142.8566512,145.036081,166.0610023
YALI0D11132g,54.05506944,79.44989182,85.22962948,52.36600815,67.71857555,54.94487296,85.56103864,109.42324040000001,104.60667480000001
YALI0D11154r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D11176g,76.10329886,88.1687503,98.89957766,83.92655154,62.41073923,231.9762494,149.82333480000003,123.03941040000001,160.2387884
YALI0D11198g,32.70618612,45.84911501,43.27071715,33.92731324,35.34710257,49.84117212,70.85172065,74.6436723,70.1612713
YALI0D11220g,132.6354655,123.7059173,140.54826730000002,100.4695941,145.1125575,131.83359199999998,147.7996916,135.5331856,116.2304477
YALI0D11242g,55.26165581,68.75888862,67.53887809999999,53.75423454,68.3734365,64.009852,43.52992378,49.56607474,43.25131364
YALI0D11264g,100.7094045,92.27353955,97.40844776,87.41723398,102.5562346,71.13398731,106.9840344,92.76859281,96.08087744
YALI0D11286g,14.16872423,9.821015613,12.77163655,26.90225001,12.74763679,4.054932485,6.086685915,18.36793326,32.94948192
YALI0D11308g,52.95499954,72.47517119,57.03336209,60.23002346,45.05362259,42.63964022,91.59939126,123.59306529999999,143.7732882
YALI0D11330g,689.8105815,735.9233446000001,823.4848732,680.2402592,817.8842718999999,741.5441758999999,956.1088474999999,648.7688098,643.8334723999999
YALI0D11352g,34.16196953,35.45913044,36.32720022,35.0941256,33.44500416,28.71882827,29.12951714,27.93032902,20.9351013
YALI0D11374g,113.0612416,127.3737393,145.4923832,124.44977549999999,117.8154615,424.8541233,130.9954008,59.06474967,44.20446669
YALI0D11396g,79.64483989,100.59156390000001,79.87548899,82.33964847,70.26998185,55.433800399999996,29.18187888,40.77385363,25.50863845
YALI0D11418g,166.9008284,153.808883,171.96187519999998,137.2252317,181.460137,146.34016509999998,206.493282,197.9104599,200.6606188
YALI0D11440g,14.27638539,13.689079000000001,12.4930752,10.08051278,11.55327457,13.63826813,11.48755837,15.60271344,15.67956982
YALI0D11462g,140.7192803,162.8272145,163.6125552,104.4376063,150.2595914,89.66884509,65.62975224,84.93679648,85.29647411
YALI0D11484g,19.45916256,17.63744183,14.38272471,17.71892334,18.41796423,12.79580375,14.84035721,15.32608759,25.93673481
YALI0D11506g,9.466869137,14.14538929,14.16009928,9.777095301000001,10.172770199999999,16.0363443,18.8699026,21.91917329,42.36817583
YALI0D11528g,18.08619634,17.49962841,17.63621334,14.32313574,14.23811783,18.25365602,21.22525908,20.8237956,25.37420868
YALI0D11550g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D11572g,294.3608977,303.2256025,266.0262552,290.71878419999996,285.0985204,344.3611014,257.7576604,265.6380585,243.2722054
YALI0D11594g,36.80649768,42.22825748,37.29756062,39.89378313,32.11061113,32.61423424,26.97091304,35.94251455,27.09058056
YALI0D11616g,14.97214147,13.68856404,12.56566522,11.84862009,11.98575179,11.02716109,21.90373528,20.05290703,21.33492486
YALI0D11627g,190.79634719999999,214.30356060000003,188.16770640000001,200.37234119999997,174.45296240000002,145.7816001,169.207706,214.31266340000002,280.71466430000004
YALI0D11638g,0.6324368260000001,0.146536546,0.728175657,0.782908243,0.602811312,1.648459876,0.522201705,2.849341313,11.95321576
YALI0D11660g,46.50895307,44.56785846,46.19053759,35.13849238,52.96488674,27.10189161,38.74074268,43.63106418,54.046218700000004
YALI0D11682g,25.58891925,34.55241295,29.39432369,27.08440752,28.82747882,20.53266858,22.24337502,25.04284573,29.47839844
YALI0D11704g,64.29143091,73.41840103,72.78786758,56.78066454,71.34307332,101.3035893,94.68835208,81.46226908,93.53150065
YALI0D11726g,16.6920283,21.37079012,18.20044543,18.03837275,17.17476659,29.23360443,40.70717763,60.27276393,59.44631876
YALI0D11748g,54.71158035,60.23578746,58.9035584,55.03904025,57.27827307,41.56274975,53.06410414,52.47196371,43.70643895
YALI0D11770g,203.6186792,213.5967346,215.41533569999999,186.7911868,217.5382297,185.1251892,235.7047651,243.73597259999997,239.2900114
YALI0D11792g,33.17182886,40.77905116,40.61727324,35.78242485,37.77841833,55.63577683,56.34529628,48.72939249,41.98074811
YALI0D11814g,1638.3231759999999,1517.180922,1575.735247,1656.206801,1831.8647469999999,1676.68759,1847.2370629999998,1544.108156,1571.698168
YALI0D11836g,32.60569164,36.06630734,34.81915952,25.59917054,33.78278533,23.28379546,35.95367887,29.62135666,36.88430252
YALI0D11858g,11.95379687,14.75737373,13.94114982,12.92502585,13.25780094,18.01311625,33.95010034,28.88022027,35.47061951
YALI0D11880g,15.49791747,22.54124867,21.45530571,19.41971165,19.778014399999996,28.10985124,38.4659838,57.51228223,96.17076707
YALI0D11891g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D11924g,5.1778299830000005,6.516611191,4.444142327,5.297319051000001,4.15012403,7.612482399,4.5182389689999995,7.998127301,22.61523613
YALI0D11968g,27.18368119,30.69216373,29.14499353,23.92786838,24.01156818,27.62660279,33.33372542,44.99002323,50.88146702
YALI0D11990g,24.81403762,36.69358615,32.88356956,24.01076346,31.038648100000003,47.44410672,31.66007258,31.51739328,29.44629175
YALI0D12012g,63.62137052,90.06793067,88.62848157,62.04980357,84.61057815,70.49843598,43.94779615,49.12598595,32.00814815
YALI0D12034r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D12056g,410.9831769,392.7220132,406.2590062,380.59297710000004,391.50341760000003,417.95421039999997,292.75570419999997,310.06713080000003,245.45488730000002
YALI0D12078g,189.2858986,141.5766501,165.6665156,120.55274509999998,191.1235869,32.5252373,18.49034642,45.50214906,90.3946875
YALI0D12100g,0.245522195,0.46932480200000004,0.39733587600000003,0.759844075,0.300327067,0.106659793,0.0,0.0,0.28596496600000004
YALI0D12122g,433.26169919999995,589.2307115,499.92385870000004,643.7743554,358.2192642,430.1656721,231.57999019999997,235.2580475,359.4389624
YALI0D12144g,181.6219012,208.159309,191.4513384,157.89720730000002,189.4162613,214.5530403,270.3031498,275.5283908,222.4667508
YALI0D12166g,8.706857926,14.26584222,15.13480151,10.230008900000001,9.003845247000001,18.89736939,23.73607761,23.40260796,37.06152122
YALI0D12188g,3.7403649530000003,5.547054514,5.43905687,2.5859192269999998,3.153388609,3.948197566,4.02306191,5.01747074,4.79595309
YALI0D12210g,69.9662069,80.13756022,87.71288098,58.29613191,78.20394948,76.65187411,53.68930126,63.67359827,57.87435551
YALI0D12232g,11.02109127,24.61513241,24.02599279,19.94198488,13.95092067,22.34577389,39.76137308,43.88015999,41.09245871
YALI0D12254g,252.70149049999998,259.96308650000003,265.3327902,238.0245418,257.2583815,191.62567080000002,212.5147662,199.2515766,188.1674251
YALI0D12276g,55.98560763,65.38434031,60.57415262,62.82003979,61.87759472,49.11402281,59.73845082,70.53015258,65.83966389999999
YALI0D12298g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D12320g,188.3751033,180.5326337,194.83158500000002,141.4315675,203.0594819,196.00088019999998,155.2293306,140.01109630000002,113.298271
YALI0D12342g,31.59185032,37.61110546,35.44756765,29.03261922,28.14302858,23.50406224,30.86780094,36.43086394,28.74214283
YALI0D12364g,12.05737858,18.53810964,20.60563003,10.28521805,15.51014005,10.43192032,14.06712974,16.37595515,29.13222844
YALI0D12386g,32.50705742,30.87417089,25.7486763,32.87871859,30.506350800000003,9.84087668,18.701441,26.79164951,45.53587035
YALI0D12400g,670.5605006,640.0253032,679.6377758,462.31173459999997,688.7864632000001,473.48842510000003,773.1315475,686.5724784,734.6133587
YALI0D12408g,199.1144368,209.00320459999998,207.0704337,251.3675571,194.22580459999998,347.9632026,345.0586647,301.5752084,301.8352611
YALI0D12430g,18.14624449,24.82355618,27.78723717,20.156963,24.31579634,31.94334536,38.97466605,43.04727711,50.45932478
YALI0D12452g,45.88160471,58.001641500000005,55.58056534,43.10085305,49.80772329,54.35513254,72.90321931,79.18325243,90.98072731
YALI0D12474g,116.8462624,105.4683831,101.3689196,195.68884219999998,138.1230668,86.90072351,118.49571040000001,108.56631740000002,104.18020940000001
YALI0D12496g,22.03667209,28.28845304,25.46470546,28.19379291,23.24999978,21.3216155,33.34992596,43.09624173,39.14490106
YALI0D12518g,93.52326258,116.52255530000001,108.81226979999998,88.79283611,96.27866951,95.29822706,127.6827843,137.13519119999998,133.5172329
YALI0D12540g,5.337106343,8.291728058,7.8636953,5.834803575,6.071414232,9.375796159,14.02594398,14.893499199999999,28.43125927
YALI0D12562g,6.35842537,9.869083023,10.74532839,5.262951548999999,7.383368975,7.505612763999999,8.441587747,11.76130166,19.63244467
YALI0D12584g,1274.084233,1184.865884,1271.464918,1231.103846,1375.339522,1344.9275300000002,1964.858297,1723.12903,1914.2478199999998
YALI0D12606g,174.1297643,162.5458362,178.361475,149.18481069999999,201.9113645,228.2017719,200.34102130000002,177.34269609999998,121.9165939
YALI0D12628g,23.09689134,26.73061501,30.92991616,21.95123518,28.94677568,27.62939359,29.85412054,39.25157423,65.78305179
YALI0D12661g,33.58835506,42.32419261,38.0253455,38.41974002,37.63934943,43.9844936,45.63879284,77.12309264,83.8442934
YALI0D12683g,27.83171991,26.45812902,26.95023838,22.89516648,25.3025243,29.66293866,27.70355724,26.5681315,20.69008335
YALI0D12705g,10.90122683,15.16187381,14.54120487,9.610270679,9.80796653,23.12294148,23.43606537,29.46056569,27.02203632
YALI0D12727g,18.45196503,19.74621117,22.80487199,15.37804068,18.91337423,16.81402613,19.61755898,19.64810639,20.08685855
YALI0D12749g,57.77305202,72.19858559999999,66.63163781,63.62335986,68.345946,45.58080507,89.57151422,104.87983929999999,122.71291799999999
YALI0D12771g,140.766405,127.01564259999999,139.2981108,118.37451999999999,153.405466,208.8707882,156.3314801,141.9198266,95.14187709999999
YALI0D12793g,60.82375581,57.02823673,62.48674404,54.82516896,66.56052854,64.65111456,54.08894847,55.34216634,57.37453277
YALI0D12815g,86.61988926,86.43991014,86.69813836,72.48317644,91.96297566,71.63477755,52.57918413,53.54233033,49.98997983
YALI0D12837g,22.77261887,25.9509987,25.9947348,18.10713819,26.99876433,22.20191675,23.56740736,18.54098437,18.59213396
YALI0D12859g,50.02568341,55.89748806,59.98601446,44.69292547,55.90953381,78.25742995,77.64381313,71.09894413,47.16137391
YALI0D12881g,13.10975201,19.1681074,16.2561668,14.77846069,13.61240682,16.87907636,19.52170734,25.60249022,28.71275236
YALI0D12903g,2945.9634309999997,2505.370975,2774.467548,2654.860941,2859.476799,3632.877711,3298.946495,3156.9507120000003,2295.039363
YALI0D12925g,11.32211287,18.42574772,21.60409456,11.55665123,13.280396900000001,16.46872099,18.00970603,17.02574483,26.53948918
YALI0D12947g,0.5044839210000001,0.35359124799999997,0.36206511799999996,0.437158658,0.343809295,0.295863287,0.315016898,1.571527464,2.379712135
YALI0D12969g,30.94223457,40.05807027,39.92617919,21.74414201,31.78434364,42.95525488,44.08066325,52.21557105,68.60261847
YALI0D13002g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D13024g,42.06274827,42.88811829,45.56814327,41.07903579,49.17942184,35.03605734,57.53035882,74.41738132,137.4553067
YALI0D13046g,74.88150786,79.1728866,69.38322724,79.13682804,77.68370201,78.45882933,82.90092222,135.040049,128.9489278
YALI0D13068g,131.3857382,135.7051259,133.413408,113.0584283,143.56944040000002,55.97898734,37.15175885,38.2196848,42.09699683
YALI0D13090g,77.64738178,74.75561884,80.75300642,56.84699206,86.2109558,84.17480538,86.78587174,88.48931226,72.97419173
YALI0D13104g,3039.461086,2562.923196,2663.703291,2998.732855,2708.516757,3407.190039,3256.54098,2601.557532,2005.3422059999998
YALI0D13112g,400.0708443,447.9760665,430.5781021000001,383.6059847,441.04381090000004,382.6778061,616.7358895,603.9491412000001,418.0714921
YALI0D13134g,65.9503962,67.92136944,68.599714,68.78459439,74.19584126,71.12300069,111.75086540000001,113.77124850000001,99.13769167
YALI0D13156g,24.25846969,29.73543898,28.22105721,28.459633,31.09054898,30.44074183,45.74092875,55.83827348,80.28878238
YALI0D13178g,30.2908789,33.26077452,34.42231466,30.37254741,28.83908353,29.69410016,36.01643999,43.26634562,46.06228597
YALI0D13200g,2.200245736,3.0752462680000003,2.936472961,1.054349157,2.381312547,0.7399982890000001,0.241743375,1.306486155,3.472009122
YALI0D13222g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D13255g,0.054596668,0.069575707,0.230492383,0.067586484,0.0,0.0,0.0,0.038653437,0.190769732
YALI0D13266g,0.680598348,1.287847739,1.253804659,0.25531167,0.735212353,0.215029563,0.0,0.116812389,0.0
YALI0D13288g,0.100404605,0.127951423,0.16955244600000002,0.49717277299999996,0.0,0.261706712,0.0,0.0,0.0
YALI0D13310r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D13332r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D13376r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D13420r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D13442g,96.9662491,86.11322690000002,92.83928941,94.83694945,108.7448699,110.06272050000001,248.54764550000002,240.7060042,201.59228969999998
YALI0D13464g,41.78062059,69.81621295,74.87700546,38.86306381,59.33010475,51.28784486,32.65817731,38.80956298,37.08963401
YALI0D13486g,137.2295989,173.8884014,156.0584862,134.54828510000002,169.9162118,101.7242197,74.04562107,99.59181525,73.74955424
YALI0D13508g,90.05037992,95.72794236,105.2057787,76.55406437,94.17446627,85.86375236,80.69444232,77.48064098,64.45525864
YALI0D13530g,2.98264593,5.92401725,5.672038409,3.858605924,4.56405285,2.20622858,1.738911225,3.46235887,3.4739516860000004
YALI0D13552g,28.29153682,43.47859052,44.24238514,26.14932917,32.60188873,20.19698638,30.57457962,37.73500381,51.28161334
YALI0D13574g,135.43174869999999,150.9722595,147.8074826,113.9549956,130.32741289999998,7.077589499,6.393994162,6.645369317,6.266661416
YALI0D13596g,333.8102381,298.6631597,322.01377260000004,233.5443563,323.857487,237.5660603,267.23350330000005,224.61374300000003,169.99765209999998
YALI0D13618g,10.80051254,7.713888607,8.792342618,6.904286417000001,9.676482737999999,2.451741643,2.47505359,4.763433392,11.11669587
YALI0D13640g,64.1513707,69.36795,65.86809744,67.27369089,74.81791544,45.26124117,82.80763494,107.058504,136.2286158
YALI0D13662g,3.976250542,5.067167146,6.122192002999999,11.19580355,8.33797646,1.117705749,1.150722885,1.5455518030000002,4.358799331
YALI0D13684g,20.99736567,27.76410933,30.21768402,21.31485263,28.31554422,32.8689077,42.39046186,55.73258533,82.93576920000001
YALI0D13706g,131.7702347,133.2210013,142.1928465,127.6443519,170.6058403,118.46611370000001,207.9966556,211.61276949999998,195.973912
YALI0D13728g,3856.405138,3088.150243,3292.056975,3762.84523,3546.01968,5086.60435,4786.133833,3879.8060520000004,3092.834497
YALI0D13750g,16.27701653,23.64854897,25.38968213,15.24773818,20.54537168,28.85471815,35.58441762,34.56427763,38.62775728
YALI0D13772g,8.801916835,10.87166202,8.23221743,10.53289413,9.583510096,6.206208237999999,8.148236138,12.3673196,24.80142481
YALI0D13794g,3645.5200560000003,3455.807994,3217.804368,4098.243193,3117.2996399999997,5201.904165999999,3984.8648340000004,4264.067029,3099.7192809999997
YALI0D13838g,137.30158369999998,211.9441083,205.2279006,157.0548429,168.07860680000002,281.7534014,236.2374568,325.1672197,252.94796839999998
YALI0D13860g,141.8835521,180.5157364,146.6973952,139.2816956,155.0654208,179.4859614,174.410602,201.3930905,159.0931146
YALI0D13882g,3963.8286340000004,3349.623729,3616.2715049999997,3578.1127659999997,3876.195843,5372.744204,4885.5001219999995,4507.595184000001,3108.381902
YALI0D13904g,13.39710558,20.55017787,21.65807709,20.84735834,15.76313524,23.82745438,27.29278638,32.56698443,42.5891018
YALI0D13926r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D13948g,63.96619828,70.88868412,71.47012811,41.89000809,72.07025693,47.14781253,35.81897061,35.28760029,30.31764406
YALI0D13970g,0.36828329200000004,0.41717760200000004,0.310958511,0.151968815,0.493394467,0.053329897,0.046458303,0.28970866,0.28596496600000004
YALI0D13992g,7.420752682000001,9.76035179,12.28227074,4.382465626,7.5425186889999996,3.194149175,1.726230718,3.35790543,5.808328381
YALI0D14014r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D14058g,196.59853940000002,196.6752554,199.59461519999996,175.15140630000002,215.3534208,148.8681672,183.5142856,230.3209276,200.1824344
YALI0D14080g,83.83624959,97.0567115,101.3659598,72.22961865,96.2899116,64.73221262,47.77675394,54.92415843,50.96886273
YALI0D14102g,134.9742145,137.0320966,118.70469479999998,154.34766409999997,117.84340060000001,141.196719,148.6379899,180.5204506,178.2748926
YALI0D14124r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D14168r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D14212r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D14256r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0D14300g,1.84444563,1.907639396,1.8733343269999998,0.79418508,1.681608698,1.010289872,1.092554475,1.665410923,2.8954881269999997
YALI0D14322g,160.49485430000001,153.7833035,152.08568219999998,114.55295990000002,187.7151881,111.9969457,116.8919321,142.03425430000001,167.2068528
YALI0D14344g,261.9432691,257.6994097,254.81786910000002,212.7379884,256.42051580000003,117.19419620000001,165.64837319999998,162.97137949999998,171.7241889
YALI0D14366g,5.187799233,4.931533725,6.227125416,4.061542564,4.704227783,0.109638711,0.636744585,0.952959929,0.48991954299999996
YALI0D14388g,24.23879535,33.37788761,30.44518368,21.07843206,21.13432991,29.63144,26.35355701,36.66132682,45.62819774
YALI0D14410g,67.5557519,66.01471388,75.6008149,48.32679063,59.9596318,61.04296873,74.23967567,60.24321634,56.98703986
YALI0D14432g,120.4585715,128.1575192,120.13758020000002,99.09879621,120.93851370000002,90.73670296,83.04452796,95.64935552,77.22973312
YALI0D14454g,17.83447965,21.44325367,24.75365083,16.6338962,24.43031469,23.16337374,34.844761,43.50082982,50.79229962
YALI0D14476g,18.92551591,29.22635732,31.77494328,21.8537227,23.5608914,29.43710422,42.68184014,44.20823938,44.13080259
YALI0D14498g,2.428931327,2.155265664,2.764860905,2.205009055,3.508741225,7.597272643999999,13.19586362,22.21518416,31.33934808
YALI0D14520g,27.50989628,34.74219465,41.17098164,27.86886444,31.20374505,26.53476437,29.96901147,32.47251045,30.42777225
YALI0D14542g,80.94754285,87.77860446,93.75580962,58.11251934,81.19559911,51.237984600000004,46.56623,43.54659993,44.92383148
YALI0D14564g,215.77497999999997,220.69604410000002,222.131514,193.0813811,213.0408627,194.19902580000002,294.0212267,315.0810518,327.1915319
YALI0D14586g,77.65383412,97.88574652,91.87237806,76.67195122,90.63870881,109.0067934,122.47232179999999,158.8385668,268.71997880000004
